student_id,teacher_id,hifz,muragaa,hijri_date,notes
17,1,0.0,13.0,24/12/1445,
17,1,0.0,6.0,25/12/1445,
17,1,0.0,12.0,26/12/1445,
17,1,0.0,8.0,27/12/1445,
17,1,0.0,5.0,28/12/1445,
17,1,0.0,36.0,30/12/1445,
17,1,0.0,0.0,31/12/1445,
18,1,0.0,47.0,01/12/1445,
18,1,0.0,0.0,05/12/1445,
18,1,0.0,5.0,06/12/1445,
18,1,0.0,0.0,14/12/1445,
18,1,0.0,0.0,15/12/1445,
18,1,0.0,0.0,16/12/1445,
18,1,0.0,20.0,17/12/1445,
18,1,0.0,10.0,18/12/1445,
18,1,0.0,0.0,19/12/1445,
18,1,0.0,12.0,21/12/1445,
20,1,0.0,68.0,01/12/1445,
20,1,0.0,2.0,14/12/1445,
20,1,0.0,0.0,19/12/1445,
20,1,0.0,0.0,20/12/1445,
20,1,0.0,11.0,21/12/1445,
20,1,0.0,10.0,22/12/1445,
20,1,0.0,6.0,25/12/1445,
20,1,0.0,7.0,26/12/1445,
20,1,0.0,18.0,27/12/1445,
20,1,0.0,4.0,28/12/1445,
20,1,0.0,10.0,29/12/1445,
20,1,0.0,0.0,31/12/1445,
22,1,1.5,136.0,01/12/1445,
22,1,0.5,0.0,06/12/1445,
22,1,1.0,0.0,07/12/1445,
22,1,0.0,0.0,16/12/1445,
22,1,0.0,20.0,17/12/1445,
22,1,0.0,16.0,18/12/1445,
22,1,0.0,0.0,19/12/1445,
22,1,0.0,7.0,21/12/1445,
22,1,0.0,20.0,22/12/1445,
22,1,0.0,20.0,23/12/1445,
22,1,0.0,20.0,24/12/1445,
22,1,0.0,11.0,26/12/1445,
22,1,0.0,6.0,28/12/1445,
22,1,0.0,0.0,29/12/1445,
22,1,0.0,16.0,30/12/1445,
22,1,0.0,0.0,31/12/1445,
23,1,1.5,257.0,01/12/1445,
23,1,0.0,2.0,05/12/1445,
23,1,0.0,2.0,06/12/1445,
23,1,1.0,0.0,07/12/1445,
23,1,0.5,0.0,08/12/1445,
23,1,0.0,9.0,14/12/1445,
23,1,0.0,0.0,15/12/1445,
23,1,0.0,0.0,16/12/1445,
23,1,0.0,20.0,17/12/1445,
23,1,0.0,12.0,18/12/1445,
23,1,0.0,0.0,19/12/1445,
23,1,0.0,13.0,20/12/1445,
23,1,0.0,12.0,21/12/1445,
23,1,0.0,20.0,22/12/1445,
23,1,0.0,20.0,23/12/1445,
23,1,0.0,13.0,24/12/1445,
23,1,0.0,10.0,25/12/1445,
23,1,0.0,10.0,26/12/1445,
23,1,0.0,4.0,27/12/1445,
23,1,0.0,30.0,28/12/1445,
23,1,0.0,60.0,29/12/1445,
23,1,0.0,20.0,30/12/1445,
23,1,0.0,0.0,31/12/1445,
26,1,0.0,0.0,01/12/1445,
26,1,0.0,0.0,05/12/1445,
26,1,0.0,0.0,06/12/1445,
26,1,0.0,0.0,07/12/1445,
26,1,0.0,0.0,08/12/1445,
26,1,0.0,0.0,09/12/1445,
26,1,0.0,0.0,10/12/1445,
26,1,0.0,0.0,15/12/1445,
26,1,0.0,0.0,16/12/1445,
26,1,0.0,0.0,17/12/1445,
26,1,0.0,0.0,19/12/1445,
26,1,0.0,0.0,22/12/1445,
26,1,0.0,0.0,23/12/1445,
26,1,0.0,0.0,24/12/1445,
26,1,0.0,0.0,25/12/1445,
26,1,0.0,0.0,26/12/1445,
26,1,0.0,0.0,27/12/1445,
26,1,0.0,0.0,28/12/1445,
26,1,0.0,0.0,29/12/1445,
26,1,0.0,0.0,30/12/1445,
34,1,0.0,51.0,01/12/1445,
34,1,0.0,14.0,18/12/1445,
34,1,0.0,0.0,19/12/1445,
34,1,0.0,6.0,22/12/1445,
34,1,0.0,10.0,23/12/1445,
34,1,0.0,5.0,24/12/1445,
34,1,0.0,5.0,25/12/1445,
34,1,0.0,7.0,27/12/1445,
34,1,0.0,4.0,28/12/1445,
34,1,0.0,0.0,29/12/1445,
34,1,0.0,0.0,30/12/1445,
34,1,0.0,0.0,31/12/1445,
31,1,0.0,62.0,01/12/1445,
31,1,0.0,5.0,14/12/1445,
31,1,0.0,0.0,15/12/1445,
31,1,0.0,18.0,17/12/1445,
31,1,0.0,6.0,22/12/1445,
31,1,0.0,5.0,23/12/1445,
31,1,0.0,18.0,24/12/1445,
31,1,0.0,10.0,26/12/1445,
49,1,0.0,72.0,01/12/1445,
49,1,0.0,8.0,05/12/1445,
49,1,0.0,1.0,07/12/1445,
49,1,0.0,5.0,08/12/1445,
49,1,0.0,3.0,14/12/1445,
49,1,0.0,0.0,15/12/1445,
49,1,0.0,10.0,17/12/1445,
49,1,0.0,4.0,18/12/1445,
49,1,0.0,0.0,19/12/1445,
49,1,0.0,1.0,20/12/1445,
49,1,0.0,5.0,21/12/1445,
49,1,0.0,8.0,23/12/1445,
49,1,0.0,13.0,24/12/1445,
49,1,0.0,3.0,25/12/1445,
49,1,0.0,8.0,26/12/1445,
49,1,0.0,3.0,27/12/1445,
49,1,0.0,0.0,29/12/1445,
51,1,0.0,18.0,01/12/1445,
51,1,0.0,8.0,21/12/1445,
51,1,0.0,10.0,29/12/1445,
51,1,0.0,0.0,30/12/1445,
51,1,0.0,0.0,31/12/1445,
1,2,0.0,0.0,01/12/1445,
10,2,0.0,36.0,01/12/1445,
10,2,0.0,2.0,05/12/1445,
10,2,0.0,2.0,06/12/1445,
10,2,0.0,0.0,08/12/1445,
10,2,0.0,0.0,14/12/1445,
10,2,0.0,0.0,15/12/1445,
10,2,0.0,0.0,16/12/1445,
10,2,0.0,4.0,18/12/1445,
10,2,0.0,0.0,19/12/1445,
10,2,0.0,8.0,20/12/1445,
10,2,0.0,1.0,21/12/1445,
10,2,0.0,0.0,22/12/1445,
10,2,0.0,0.0,23/12/1445,
10,2,0.0,11.0,25/12/1445,
10,2,0.0,4.0,26/12/1445,
10,2,0.0,2.0,27/12/1445,
10,2,0.0,2.0,28/12/1445,
10,2,0.0,0.0,29/12/1445,
7,2,0.0,41.0,01/12/1445,
7,2,0.0,5.0,05/12/1445,
7,2,0.0,2.0,06/12/1445,
7,2,0.0,10.0,07/12/1445,
7,2,0.0,0.0,08/12/1445,
7,2,0.0,10.0,18/12/1445,
7,2,0.0,0.0,19/12/1445,
7,2,0.0,5.0,29/12/1445,
7,2,0.0,9.0,30/12/1445,
7,2,0.0,0.0,31/12/1445,
11,2,0.0,0.0,01/12/1445,
13,2,0.0,171.0,01/12/1445,
13,2,0.0,10.0,06/12/1445,
13,2,0.0,10.0,07/12/1445,
13,2,0.0,0.0,08/12/1445,
13,2,0.0,0.0,09/12/1445,
13,2,0.0,20.0,17/12/1445,
13,2,0.0,0.0,19/12/1445,
13,2,0.0,20.0,21/12/1445,
13,2,0.0,0.0,22/12/1445,
13,2,0.0,30.0,23/12/1445,
13,2,0.0,13.0,24/12/1445,
13,2,0.0,7.0,25/12/1445,
13,2,0.0,11.0,26/12/1445,
13,2,0.0,10.0,27/12/1445,
13,2,0.0,20.0,28/12/1445,
13,2,0.0,20.0,30/12/1445,
13,2,0.0,0.0,31/12/1445,
16,2,0.0,39.0,01/12/1445,
16,2,0.0,0.0,05/12/1445,
16,2,0.0,4.0,06/12/1445,
16,2,0.0,0.0,09/12/1445,
16,2,0.0,0.0,14/12/1445,
16,2,0.0,7.0,18/12/1445,
16,2,0.0,0.0,19/12/1445,
16,2,0.0,10.0,23/12/1445,
16,2,0.0,11.0,24/12/1445,
16,2,0.0,2.0,26/12/1445,
16,2,0.0,5.0,30/12/1445,
16,2,0.0,0.0,31/12/1445,
27,2,0.0,0.0,01/12/1445,
32,2,2.0,64.0,01/12/1445,
32,2,0.5,0.0,06/12/1445,
32,2,0.5,0.0,07/12/1445,
32,2,0.5,0.0,08/12/1445,
32,2,0.5,0.0,09/12/1445,
32,2,0.0,0.0,10/12/1445,
32,2,0.0,0.0,15/12/1445,
32,2,0.0,0.0,16/12/1445,
32,2,0.0,10.0,17/12/1445,
32,2,0.0,0.0,18/12/1445,
32,2,0.0,0.0,19/12/1445,
32,2,0.0,0.0,20/12/1445,
32,2,0.0,0.0,21/12/1445,
32,2,0.0,0.0,22/12/1445,
32,2,0.0,10.0,23/12/1445,
32,2,0.0,0.0,24/12/1445,
32,2,0.0,10.0,28/12/1445,
32,2,0.0,20.0,29/12/1445,
32,2,0.0,14.0,30/12/1445,
32,2,0.0,0.0,31/12/1445,
33,2,0.5,24.0,01/12/1445,
33,2,0.5,4.0,05/12/1445,
33,2,0.0,0.0,06/12/1445,
33,2,0.0,2.0,07/12/1445,
33,2,0.0,0.0,16/12/1445,
33,2,0.0,18.0,17/12/1445,
35,2,1.5,36.0,01/12/1445,
35,2,0.5,0.0,05/12/1445,
35,2,0.5,0.0,06/12/1445,
35,2,0.0,2.0,07/12/1445,
35,2,0.0,0.0,08/12/1445,
35,2,0.5,0.0,09/12/1445,
35,2,0.0,0.0,10/12/1445,
35,2,0.0,0.0,15/12/1445,
35,2,0.0,0.0,16/12/1445,
35,2,0.0,6.0,17/12/1445,
35,2,0.0,0.0,19/12/1445,
35,2,0.0,1.0,24/12/1445,
35,2,0.0,6.0,25/12/1445,
35,2,0.0,0.0,26/12/1445,
35,2,0.0,3.0,27/12/1445,
35,2,0.0,18.0,28/12/1445,
35,2,0.0,0.0,29/12/1445,
35,2,0.0,0.0,31/12/1445,
36,2,0.0,90.0,01/12/1445,
36,2,0.0,1.0,05/12/1445,
36,2,0.0,11.0,17/12/1445,
36,2,0.0,15.0,18/12/1445,
36,2,0.0,0.0,19/12/1445,
36,2,0.0,6.0,20/12/1445,
36,2,0.0,0.0,21/12/1445,
36,2,0.0,0.0,22/12/1445,
36,2,0.0,10.0,23/12/1445,
36,2,0.0,4.0,24/12/1445,
36,2,0.0,12.0,25/12/1445,
36,2,0.0,5.0,26/12/1445,
36,2,0.0,6.0,28/12/1445,
36,2,0.0,20.0,29/12/1445,
36,2,0.0,0.0,30/12/1445,
36,2,0.0,0.0,31/12/1445,
37,2,0.0,0.0,01/12/1445,
40,2,0.0,148.0,01/12/1445,
40,2,0.0,6.0,05/12/1445,
40,2,0.0,8.0,06/12/1445,
40,2,0.0,5.0,07/12/1445,
40,2,0.0,10.0,08/12/1445,
40,2,0.0,0.0,09/12/1445,
40,2,0.0,0.0,10/12/1445,
40,2,0.0,20.0,14/12/1445,
40,2,0.0,0.0,15/12/1445,
40,2,0.0,0.0,16/12/1445,
40,2,0.0,20.0,17/12/1445,
40,2,0.0,40.0,18/12/1445,
40,2,0.0,0.0,19/12/1445,
40,2,0.0,12.0,21/12/1445,
40,2,0.0,17.0,22/12/1445,
40,2,0.0,10.0,23/12/1445,
42,2,0.0,4.0,01/12/1445,
42,2,0.0,2.0,05/12/1445,
42,2,0.0,2.0,06/12/1445,
50,2,1.0,73.0,01/12/1445,
50,2,0.5,0.0,05/12/1445,
50,2,0.5,0.0,06/12/1445,
50,2,0.0,2.0,07/12/1445,
50,2,0.0,4.0,08/12/1445,
50,2,0.0,0.0,09/12/1445,
50,2,0.0,0.0,10/12/1445,
50,2,0.0,10.0,17/12/1445,
50,2,0.0,0.0,19/12/1445,
50,2,0.0,8.0,25/12/1445,
50,2,0.0,12.0,26/12/1445,
50,2,0.0,4.0,27/12/1445,
50,2,0.0,3.0,28/12/1445,
50,2,0.0,20.0,29/12/1445,
50,2,0.0,10.0,30/12/1445,
50,2,0.0,0.0,31/12/1445,
15,2,1.0,16.0,01/12/1445,
15,2,0.5,0.0,05/12/1445,
15,2,0.5,0.0,06/12/1445,
15,2,0.0,10.0,07/12/1445,
15,2,0.0,0.0,08/12/1445,
15,2,0.0,0.0,09/12/1445,
15,2,0.0,0.0,10/12/1445,
15,2,0.0,6.0,30/12/1445,
15,2,0.0,0.0,31/12/1445,
19,2,0.0,0.0,01/12/1445,
39,2,0.0,0.0,01/12/1445,
46,2,0.0,30.0,01/12/1445,
46,2,0.0,1.0,05/12/1445,
46,2,0.0,1.0,06/12/1445,
46,2,0.0,0.0,08/12/1445,
46,2,0.0,16.0,18/12/1445,
46,2,0.0,0.0,19/12/1445,
46,2,0.0,10.0,21/12/1445,
46,2,0.0,2.0,22/12/1445,
2,4,0.0,66.0,01/12/1445,
2,4,0.0,0.0,05/12/1445,
2,4,0.0,1.0,06/12/1445,
2,4,0.0,1.0,07/12/1445,
2,4,0.0,1.0,08/12/1445,
2,4,0.0,0.0,10/12/1445,
2,4,0.0,0.0,17/12/1445,
2,4,0.0,20.0,18/12/1445,
2,4,0.0,0.0,19/12/1445,
2,4,0.0,16.0,20/12/1445,
2,4,0.0,0.0,21/12/1445,
2,4,0.0,0.0,22/12/1445,
2,4,0.0,10.0,23/12/1445,
2,4,0.0,11.0,25/12/1445,
2,4,0.0,6.0,26/12/1445,
2,4,0.0,0.0,31/12/1445,
24,4,0.0,0.0,01/12/1445,
6,4,0.5,50.0,01/12/1445,
6,4,0.0,1.0,05/12/1445,
6,4,0.0,2.0,06/12/1445,
6,4,0.0,2.0,08/12/1445,
6,4,0.5,0.0,09/12/1445,
6,4,0.0,0.0,10/12/1445,
6,4,0.0,0.0,15/12/1445,
6,4,0.0,0.0,16/12/1445,
6,4,0.0,5.0,17/12/1445,
6,4,0.0,10.0,18/12/1445,
6,4,0.0,0.0,19/12/1445,
6,4,0.0,10.0,21/12/1445,
6,4,0.0,0.0,22/12/1445,
6,4,0.0,0.0,23/12/1445,
6,4,0.0,20.0,25/12/1445,
6,4,0.0,0.0,26/12/1445,
14,4,0.0,20.0,01/12/1445,
14,4,0.0,0.0,05/12/1445,
14,4,0.0,0.0,06/12/1445,
14,4,0.0,2.0,22/12/1445,
14,4,0.0,2.0,23/12/1445,
14,4,0.0,11.0,25/12/1445,
14,4,0.0,5.0,30/12/1445,
14,4,0.0,0.0,31/12/1445,
21,4,0.0,11.0,01/12/1445,
21,4,0.0,0.0,06/12/1445,
21,4,0.0,0.0,07/12/1445,
21,4,0.0,0.0,09/12/1445,
21,4,0.0,0.0,10/12/1445,
21,4,0.0,7.0,26/12/1445,
21,4,0.0,4.0,28/12/1445,
21,4,0.0,0.0,31/12/1445,
25,4,2.5,55.0,01/12/1445,
25,4,0.5,12.0,06/12/1445,
25,4,0.5,0.0,07/12/1445,
25,4,0.5,0.0,08/12/1445,
25,4,0.0,0.0,09/12/1445,
25,4,0.0,0.0,10/12/1445,
25,4,1.0,0.0,15/12/1445,
25,4,0.0,0.0,16/12/1445,
25,4,0.0,6.0,17/12/1445,
25,4,0.0,15.0,18/12/1445,
25,4,0.0,12.0,21/12/1445,
25,4,0.0,10.0,22/12/1445,
29,4,0.0,101.0,01/12/1445,
29,4,0.0,10.0,20/12/1445,
29,4,0.0,10.0,21/12/1445,
29,4,0.0,20.0,22/12/1445,
29,4,0.0,0.0,23/12/1445,
29,4,0.0,8.0,24/12/1445,
29,4,0.0,11.0,25/12/1445,
29,4,0.0,9.0,26/12/1445,
29,4,0.0,3.0,27/12/1445,
29,4,0.0,10.0,28/12/1445,
29,4,0.0,20.0,29/12/1445,
29,4,0.0,0.0,30/12/1445,
29,4,0.0,0.0,31/12/1445,
28,4,0.5,76.0,01/12/1445,
28,4,0.0,10.0,06/12/1445,
28,4,0.0,9.0,07/12/1445,
28,4,0.0,5.0,08/12/1445,
28,4,0.0,0.0,09/12/1445,
28,4,0.0,0.0,10/12/1445,
28,4,0.5,0.0,14/12/1445,
28,4,0.0,0.0,15/12/1445,
28,4,0.0,20.0,17/12/1445,
28,4,0.0,20.0,18/12/1445,
28,4,0.0,12.0,20/12/1445,
28,4,0.0,0.0,22/12/1445,
38,4,0.5,71.0,01/12/1445,
38,4,0.0,5.0,05/12/1445,
38,4,0.5,4.0,06/12/1445,
38,4,0.0,0.0,19/12/1445,
38,4,0.0,11.0,20/12/1445,
38,4,0.0,5.0,21/12/1445,
38,4,0.0,10.0,23/12/1445,
38,4,0.0,11.0,24/12/1445,
38,4,0.0,7.0,25/12/1445,
38,4,0.0,7.0,26/12/1445,
38,4,0.0,6.0,27/12/1445,
38,4,0.0,5.0,28/12/1445,
44,4,0.0,24.0,01/12/1445,
44,4,0.0,0.0,07/12/1445,
44,4,0.0,0.0,09/12/1445,
44,4,0.0,0.0,10/12/1445,
44,4,0.0,0.0,15/12/1445,
44,4,0.0,0.0,16/12/1445,
44,4,0.0,0.0,17/12/1445,
44,4,0.0,0.0,19/12/1445,
44,4,0.0,3.0,21/12/1445,
44,4,0.0,0.0,22/12/1445,
44,4,0.0,9.0,24/12/1445,
44,4,0.0,6.0,25/12/1445,
44,4,0.0,4.0,26/12/1445,
44,4,0.0,2.0,27/12/1445,
44,4,0.0,0.0,28/12/1445,
44,4,0.0,0.0,29/12/1445,
44,4,0.0,0.0,30/12/1445,
44,4,0.0,0.0,31/12/1445,
43,4,0.0,18.0,01/12/1445,
43,4,0.0,0.0,05/12/1445,
43,4,0.0,0.0,07/12/1445,
43,4,0.0,0.0,08/12/1445,
43,4,0.0,0.0,09/12/1445,
43,4,0.0,0.0,10/12/1445,
43,4,0.0,0.0,16/12/1445,
43,4,0.0,0.0,17/12/1445,
43,4,0.0,0.0,19/12/1445,
43,4,0.0,5.0,23/12/1445,
43,4,0.0,10.0,25/12/1445,
43,4,0.0,0.0,26/12/1445,
43,4,0.0,3.0,27/12/1445,
43,4,0.0,0.0,28/12/1445,
43,4,0.0,0.0,31/12/1445,
48,4,0.0,38.0,01/12/1445,
48,4,0.0,4.0,06/12/1445,
48,4,0.0,0.0,10/12/1445,
48,4,0.0,0.0,16/12/1445,
48,4,0.0,6.0,17/12/1445,
48,4,0.0,4.0,18/12/1445,
48,4,0.0,0.0,19/12/1445,
48,4,0.0,0.0,21/12/1445,
48,4,0.0,10.0,23/12/1445,
48,4,0.0,2.0,26/12/1445,
48,4,0.0,1.0,27/12/1445,
48,4,0.0,9.0,28/12/1445,
48,4,0.0,2.0,29/12/1445,
48,4,0.0,0.0,30/12/1445,
48,4,0.0,0.0,31/12/1445,
8,1,0.0,0.0,01/12/1445,
8,1,1.0,92.5,01/12/1445,
8,1,11.0,191.0,01/01/1446,
8,1,1.0,42.0,02/01/1446,
8,1,2.0,7.0,03/01/1446,
8,1,3.0,14.0,04/01/1446,
8,1,0.0,13.0,05/01/1446,
8,1,0.0,83.0,06/01/1446,
8,1,0.0,0.0,07/01/1446,
8,1,1.0,0.0,08/01/1446,
8,1,0.0,8.0,09/01/1446,
8,1,0.0,0.0,10/01/1446,
8,1,0.0,0.0,11/01/1446,
8,1,0.0,0.0,12/01/1446,
8,1,4.0,0.0,13/01/1446,
8,1,0.0,0.0,14/01/1446,
8,1,0.0,0.0,15/01/1446,
8,1,0.0,10.0,16/01/1446,
8,1,0.0,0.0,17/01/1446,
8,1,0.0,0.0,18/01/1446,
8,1,0.0,14.0,19/01/1446,
8,1,0.0,0.0,21/01/1446,
9,1,0.0,115.0,01/01/1446,
9,1,0.0,4.0,02/01/1446,
9,1,0.0,5.0,03/01/1446,
9,1,0.0,6.0,04/01/1446,
9,1,0.0,4.0,05/01/1446,
9,1,0.0,0.0,06/01/1446,
9,1,0.0,12.0,07/01/1446,
9,1,0.0,0.0,08/01/1446,
9,1,0.0,19.0,09/01/1446,
9,1,0.0,0.0,10/01/1446,
9,1,0.0,0.0,11/01/1446,
9,1,0.0,5.0,12/01/1446,
9,1,0.0,6.0,13/01/1446,
9,1,0.0,0.0,14/01/1446,
9,1,0.0,6.0,15/01/1446,
9,1,0.0,6.0,16/01/1446,
9,1,0.0,5.0,17/01/1446,
9,1,0.0,10.0,18/01/1446,
9,1,0.0,14.0,19/01/1446,
9,1,0.0,13.0,20/01/1446,
9,1,0.0,0.0,21/01/1446,
17,1,0.0,168.0,01/01/1446,
17,1,0.0,8.0,02/01/1446,
17,1,0.0,8.0,03/01/1446,
17,1,0.0,5.0,04/01/1446,
17,1,0.0,10.0,05/01/1446,
17,1,0.0,15.0,06/01/1446,
17,1,0.0,25.0,07/01/1446,
17,1,0.0,8.0,08/01/1446,
17,1,0.0,4.0,09/01/1446,
17,1,0.0,10.0,12/01/1446,
17,1,0.0,7.0,13/01/1446,
17,1,0.0,0.0,14/01/1446,
17,1,0.0,5.0,15/01/1446,
17,1,0.0,13.0,16/01/1446,
17,1,0.0,12.0,17/01/1446,
17,1,0.0,7.0,18/01/1446,
17,1,0.0,11.0,19/01/1446,
17,1,0.0,20.0,20/01/1446,
17,1,0.0,0.0,21/01/1446,
23,1,0.0,166.0,01/01/1446,
23,1,0.0,11.0,02/01/1446,
23,1,0.0,0.0,03/01/1446,
23,1,0.0,11.0,04/01/1446,
23,1,0.0,5.0,05/01/1446,
23,1,0.0,85.0,06/01/1446,
23,1,0.0,0.0,07/01/1446,
23,1,0.0,8.0,08/01/1446,
23,1,0.0,8.0,09/01/1446,
23,1,0.0,0.0,10/01/1446,
23,1,0.0,0.0,11/01/1446,
23,1,0.0,5.0,12/01/1446,
23,1,0.0,5.0,13/01/1446,
23,1,0.0,0.0,14/01/1446,
23,1,0.0,5.0,15/01/1446,
23,1,0.0,6.0,16/01/1446,
23,1,0.0,5.0,17/01/1446,
23,1,0.0,5.0,18/01/1446,
23,1,0.0,7.0,19/01/1446,
23,1,0.0,0.0,20/01/1446,
23,1,0.0,0.0,21/01/1446,
3,1,0.0,64.0,01/01/1446,
3,1,0.0,10.0,02/01/1446,
3,1,0.0,11.0,03/01/1446,
3,1,0.0,4.0,04/01/1446,
3,1,0.0,5.0,05/01/1446,
3,1,0.0,0.0,10/01/1446,
3,1,0.0,0.0,11/01/1446,
3,1,0.0,10.0,13/01/1446,
3,1,0.0,0.0,14/01/1446,
3,1,0.0,1.0,15/01/1446,
3,1,0.0,5.0,16/01/1446,
3,1,0.0,4.0,17/01/1446,
3,1,0.0,7.0,18/01/1446,
3,1,0.0,7.0,19/01/1446,
3,1,0.0,0.0,20/01/1446,
3,1,0.0,0.0,21/01/1446,
26,1,0.0,0.0,01/01/1446,
26,1,0.0,0.0,02/01/1446,
4,1,0.0,59.0,01/01/1446,
4,1,0.0,0.0,02/01/1446,
4,1,0.0,11.0,04/01/1446,
4,1,0.0,10.0,05/01/1446,
4,1,0.0,0.0,06/01/1446,
4,1,0.0,6.0,08/01/1446,
4,1,0.0,7.0,09/01/1446,
4,1,0.0,0.0,10/01/1446,
4,1,0.0,0.0,11/01/1446,
4,1,0.0,6.0,13/01/1446,
4,1,0.0,2.0,15/01/1446,
4,1,0.0,10.0,16/01/1446,
4,1,0.0,7.0,17/01/1446,
12,1,0.0,92.0,01/01/1446,
12,1,0.0,6.0,02/01/1446,
12,1,0.0,7.0,03/01/1446,
12,1,0.0,5.0,04/01/1446,
12,1,0.0,10.0,05/01/1446,
12,1,0.0,20.0,06/01/1446,
12,1,0.0,15.0,07/01/1446,
12,1,0.0,0.0,08/01/1446,
