student_id,teacher_id,day,hifz,murajaah
47,-1,5,,8.0
47,-1,6,1.0,7.0
47,-1,11,,0.0
47,-1,12,,0.0
47,-1,13,,12.0
47,-1,14,,0.0
47,-1,17,1.0,
47,-1,18,,0.0
47,-1,19,,5.0
47,-1,21,,5.0
47,-1,24,,6.0
47,-1,27,1.0,10.0
47,-1,28,,0.0
47,-1,29,1.0,
4,-1,1,,0.0
4,-1,2,,0.0
4,-1,5,,0.0
4,-1,6,,4.0
4,-1,8,,0.0
4,-1,14,,0.0
4,-1,18,,0.0
4,-1,21,,1.0
4,-1,27,,3.0
4,-1,28,,0.0
13,-1,2,,0.0
13,-1,3,,0.0
13,-1,5,,0.0
13,-1,9,,2.0
13,-1,23,,0.0
13,-1,25,,0.0
13,-1,28,,0.0
13,-1,29,,0.0
52,-1,1,,0.0
52,-1,3,,4.0
52,-1,5,,0.0
52,-1,6,,0.0
52,-1,7,,2.0
52,-1,9,,5.0
52,-1,10,,0.0
51,-1,1,,0.0
51,-1,2,,0.0
51,-1,5,,0.0
51,-1,6,,2.0
51,-1,7,,2.0
51,-1,9,,0.0
51,-1,10,0.5,10.0
51,-1,11,,0.0
51,-1,12,,0.0
51,-1,14,,0.0
51,-1,15,,4.0
51,-1,16,,5.0
51,-1,17,,4.0
51,-1,18,,0.0
51,-1,19,0.5,
51,-1,20,0.5,
51,-1,21,,10.0
51,-1,22,,5.0
51,-1,23,,0.0
51,-1,24,0.5,
51,-1,25,,5.0
51,-1,26,,10.0
51,-1,27,0.5,
51,-1,28,,0.0
51,-1,29,,10.0
51,-1,30,,10.0
53,-2,1,,0.0
53,-2,2,,0.0
53,-2,3,,2.0
53,-2,4,,4.0
53,-2,5,0.0,
53,-2,6,,6.0
53,-2,7,,0.0
53,-2,8,,0.0
53,-2,10,,2.0
53,-2,11,,4.0
53,-2,12,,4.0
53,-2,22,0.0,
53,-2,23,0.0,
53,-2,24,,3.0
53,-2,26,,0.0
53,-2,27,,0.0
53,-2,28,,0.0
53,-2,29,,4.0
27,-2,1,,0.0
27,-2,2,,0.0
27,-2,3,1.0,10.0
27,-2,4,0.5,10.0
27,-2,5,0.0,
27,-2,6,0.5,15.0
27,-2,7,,0.0
27,-2,8,1.0,10.0
27,-2,9,,0.0
27,-2,11,1.0,15.0
27,-2,12,,15.0
27,-2,13,,0.0
27,-2,14,,0.0
27,-2,15,,0.0
27,-2,17,0.5,
27,-2,18,1.0,
27,-2,19,0.0,
27,-2,20,,20.0
27,-2,21,,5.0
27,-2,22,,0.0
27,-2,23,,0.0
27,-2,24,1.0,10.0
27,-2,25,,20.0
27,-2,26,0.5,
27,-2,27,,0.0
27,-2,28,,0.0
27,-2,29,,5.0
27,-2,30,,10.0
40,-2,1,,0.0
40,-2,2,,0.0
40,-2,3,,8.0
40,-2,4,,6.0
40,-2,5,0.0,
40,-2,6,,8.0
40,-2,7,,0.0
40,-2,8,,10.0
40,-2,9,,0.0
40,-2,10,0.5,
40,-2,11,,2.0
40,-2,12,,3.0
40,-2,13,,0.0
40,-2,14,,0.0
40,-2,15,,0.0
40,-2,16,0.5,
40,-2,17,0.5,
40,-2,18,0.0,
40,-2,19,0.5,
40,-2,20,0.2,
40,-2,21,,2.0
40,-2,22,,0.0
40,-2,23,,0.0
40,-2,24,1.0,
40,-2,26,0.0,
40,-2,27,,10.0
40,-2,28,,0.0
40,-2,29,,10.0
40,-2,30,,0.0
19,-2,1,,0.0
19,-2,2,,0.0
19,-2,3,,6.0
19,-2,4,0.5,
19,-2,5,0.0,
19,-2,6,,0.0
19,-2,7,,0.0
19,-2,8,0.5,
19,-2,9,,0.0
19,-2,12,,6.0
19,-2,13,,0.0
19,-2,14,,0.0
19,-2,15,,0.0
19,-2,16,,0.0
19,-2,17,,4.0
19,-2,18,,10.0
19,-2,19,,10.0
19,-2,20,,10.0
19,-2,21,,0.0
19,-2,22,,0.0
19,-2,23,,0.0
19,-2,24,1.0,
19,-2,26,,10.0
19,-2,27,,0.0
19,-2,30,,10.0
22,-2,3,,2.0
22,-2,4,,4.0
22,-2,5,0.0,
22,-2,6,,10.0
22,-2,7,,0.0
22,-2,8,,0.0
22,-2,9,,0.0
22,-2,10,,8.0
22,-2,11,,10.0
22,-2,12,,10.0
22,-2,15,,0.0
22,-2,17,,10.0
22,-2,18,,0.0
22,-2,19,,0.0
22,-2,20,,6.0
22,-2,24,,5.0
22,-2,26,,10.0
22,-2,27,,10.0
22,-2,28,,0.0
22,-2,29,,10.0
22,-2,30,,0.0
29,-2,1,,0.0
29,-2,2,,0.0
29,-2,3,,6.0
29,-2,4,,4.0
29,-2,6,,6.0
29,-2,7,,0.0
29,-2,8,,6.0
29,-2,9,,0.0
29,-2,10,,0.0
29,-2,12,,6.0
29,-2,13,,0.0
29,-2,14,,0.0
29,-2,15,,0.0
29,-2,16,,0.0
29,-2,18,,0.0
29,-2,21,0.5,
29,-2,22,,0.0
29,-2,23,,0.0
29,-2,26,0.5,
29,-2,27,,0.0
29,-2,28,,0.0
29,-2,29,,5.0
34,-2,1,,0.0
34,-2,2,,0.0
34,-2,3,,6.0
34,-2,4,,2.0
34,-2,6,0.5,
34,-2,7,,0.0
34,-2,9,,0.0
34,-2,10,,0.0
34,-2,12,,1.0
34,-2,13,,0.0
34,-2,15,,0.0
34,-2,24,,0.0
34,-2,27,,0.0
54,-4,1,,0.0
54,-4,2,,0.0
54,-4,4,,0.0
54,-4,5,0.5,
54,-4,6,0.5,
54,-4,7,,0.0
54,-4,8,,0.0
54,-4,9,0.5,
54,-4,10,,0.0
54,-4,12,,0.0
54,-4,15,,0.0
54,-4,19,,0.0
54,-4,20,0.5,
54,-4,24,,0.0
54,-4,25,,2.0
54,-4,26,,3.0
54,-4,27,,2.0
54,-4,28,,0.0
54,-4,29,,0.0
54,-4,30,,10.0
24,-4,2,,0.0
24,-4,4,,2.0
24,-4,5,,0.0
24,-4,6,,5.0
24,-4,8,,0.0
24,-4,9,,0.0
24,-4,10,,2.0
24,-4,11,,4.0
24,-4,16,,0.0
24,-4,17,,2.0
24,-4,18,,2.0
24,-4,19,,0.0
24,-4,20,,1.0
24,-4,24,,0.0
24,-4,25,,2.0
24,-4,26,,1.0
24,-4,27,,2.0
24,-4,28,,0.0
24,-4,30,,0.0
17,-4,1,,0.0
17,-4,3,,3.0
17,-4,6,,6.0
17,-4,9,,3.0
17,-4,11,,0.0
17,-4,12,,0.0
17,-4,18,,1.0
17,-4,19,,0.0
17,-4,23,,0.0
17,-4,24,,5.0
17,-4,25,,3.0
17,-4,26,,0.0
17,-4,27,,0.0
17,-4,30,,0.0
42,-4,3,,4.0
42,-4,5,,0.0
42,-4,6,,5.0
42,-4,8,,0.0
42,-4,17,,0.0
42,-4,18,,0.0
42,-4,19,,0.0
42,-4,20,0.5,
42,-4,22,,0.0
42,-4,24,,2.0
42,-4,25,,0.0
20,-4,1,,0.0
20,-4,2,,0.0
20,-4,3,,2.0
20,-4,4,,0.0
20,-4,5,,0.0
20,-4,7,0.5,
20,-4,9,,2.0
20,-4,10,,1.0
20,-4,12,,0.0
20,-4,13,,0.0
20,-4,19,,0.0
20,-4,20,0.5,
20,-4,24,,0.0
20,-4,25,,2.0
20,-4,26,,3.0
20,-4,27,,0.0
20,-4,28,,0.0
20,-4,29,,0.0
20,-4,30,,0.0
60,-4,3,,3.0
60,-4,4,,2.0
60,-4,5,,0.0
60,-4,6,0.5,
60,-4,7,,0.0
60,-4,8,,0.0
60,-4,9,,1.0
60,-4,10,,3.0
60,-4,11,,4.0
60,-4,12,,0.0
60,-4,18,,0.0
60,-4,19,0.5,
60,-4,20,,2.0
60,-4,25,,2.0
60,-4,26,,0.0
60,-4,27,,0.0
60,-4,28,,0.0
60,-4,29,,2.0
60,-4,30,,0.0
18,-4,1,,0.0
18,-4,2,,0.0
18,-4,3,,0.0
18,-4,4,0.5,
18,-4,5,,0.0
18,-4,7,,0.0
18,-4,8,0.5,
18,-4,10,,1.0
18,-4,11,,5.0
18,-4,12,,0.0
18,-4,16,,0.0
18,-4,17,,0.0
18,-4,20,,5.0
18,-4,21,,5.0
18,-4,25,,1.0
18,-4,26,,3.0
18,-4,27,,0.0
18,-4,28,,0.0
18,-4,29,,0.0
61,-5,1,,0.0
61,-5,2,,0.0
61,-5,3,,2.0
61,-5,5,,0.0
61,-5,6,,4.0
61,-5,7,,0.0
61,-5,8,,0.0
61,-5,10,,1.0
61,-5,11,,3.0
61,-5,12,,0.0
61,-5,18,0.5,
61,-5,19,,0.0
61,-5,20,,3.0
61,-5,24,,0.0
61,-5,25,0.5,
61,-5,26,0.5,
61,-5,27,,0.0
61,-5,28,,0.0
61,-5,29,,0.0
61,-5,30,,0.0
38,-5,30,,0.0
43,-5,1,,0.0
43,-5,2,,0.0
43,-5,21,,3.0
43,-5,22,,0.0
43,-5,23,,0.0
43,-5,24,,0.0
43,-5,25,,1.0
43,-5,26,,2.0
43,-5,27,,0.0
43,-5,28,,0.0
43,-5,29,,0.0
43,-5,30,,0.0
44,-5,4,0.0,
44,-5,26,,0.0
44,-5,27,,0.0
44,-5,28,,0.0
44,-5,29,,0.0
45,-5,1,,0.0
45,-5,2,,0.0
45,-5,21,,0.0
45,-5,23,0.5,
45,-5,24,0.5,
45,-5,25,,2.0
45,-5,26,,3.0
45,-5,27,,0.0
45,-5,28,,0.0
45,-5,29,,0.0
45,-5,30,,0.0
57,-2,1,,0.0
57,-2,2,,0.0
57,-2,4,,4.0
57,-2,5,,0.0
57,-2,6,,6.0
57,-2,7,,0.0
57,-2,9,,0.0
57,-2,10,1.0,5.0
57,-2,11,1.0,5.0
57,-2,12,1.0,5.0
57,-2,13,,2.0
57,-2,14,,0.0
57,-2,15,,0.0
57,-2,16,,0.0
57,-2,20,,0.0
57,-2,24,,3.0
57,-2,25,,2.0
57,-2,26,,0.0
57,-2,27,,3.0
57,-2,28,,0.0
57,-2,29,0.5,
57,-2,30,,0.0
58,-2,1,,0.0
58,-2,2,,0.0
58,-2,3,,1.0
58,-2,4,,2.0
58,-2,5,,0.0
58,-2,6,,1.0
58,-2,7,,0.0
58,-2,9,,0.0
58,-2,10,,0.0
58,-2,12,,1.0
58,-2,13,,0.0
58,-2,14,,0.0
58,-2,15,,0.0
58,-2,18,0.0,
58,-2,19,0.0,
58,-2,21,,0.0
58,-2,22,,0.0
58,-2,23,,0.0
58,-2,24,,0.0
58,-2,25,,2.0
58,-2,26,,2.0
59,-2,1,,0.0
59,-2,2,,0.0
59,-2,3,,0.0
59,-2,4,0.5,
59,-2,5,,0.0
59,-2,6,,0.0
59,-2,9,,0.0
59,-2,21,,0.0
59,-2,22,,0.0
59,-2,23,,0.0
59,-2,24,,0.0
59,-2,25,,0.0
59,-2,26,,0.0
59,-2,27,,0.0
59,-2,29,0.0,
